1,3,218,210,29.0,79.0,1.0,1,0.8275862068965517,-5.1456,16.531,0.56194
1,2,175,200,48.0,104.0,1.0,1,1.0,-4.8062,14.355,0.62309
1,4,252,185,46.0,127.0,1.0,1,0.8074289626840123,-3.5018,13.904,0.61856
1,5,289,187,44.0,125.0,1.0,1,0.7954545454545454,-3.0446,14.015,0.6088
1,1,50,191,61.0,141.0,1.0,1,1.0,-5.0036,11.913,0.69979
2,3,220,216,23.0,70.0,1.0,1,1.0,-5.3765,17.054,0.53615
2,2,173,192,37.0,113.0,1.0,1,1.0,-4.8641,14.246,0.61684
2,4,257,183,41.0,126.0,1.0,1,0.8292682926829268,-3.5671,14.216,0.60107
2,5,291,183,53.0,128.0,1.0,1,1.0,-3.0028,14.165,0.59538
2,1,46,189,61.0,147.0,1.0,1,1.0,-4.9083,11.779,0.69414
3,3,218,214,27.0,72.0,1.0,1,1.0,-5.3252,16.933,0.52612
3,2,168,196,44.0,107.0,1.0,1,1.0,-4.9596,14.414,0.6017
3,4,259,181,39.0,128.0,1.0,1,0.8275240384615384,-3.5574,14.213,0.59249
3,5,291,186,46.0,128.0,1.0,1,1.0,-3.0045,13.908,0.59602
3,1,35,188,74.0,151.0,1.0,1,1.0,-4.8457,11.685,0.68672
4,3,216,214,29.0,74.0,1.0,1,1.0,-5.1859,16.559,0.53701
4,2,160,190,55.0,117.0,1.0,1,1.0,-4.8041,14.064,0.61268
4,5,293,183,46.0,126.0,1.0,1,0.782608695652174,-3.0874,14.369,0.58032
4,4,254,181,49.0,130.0,1.0,1,1.0,-3.5173,14.077,0.59537
4,1,31,181,63.0,160.0,1.0,1,1.0,-4.8754,11.644,0.69182
5,3,216,211,29.0,77.0,1.0,1,1.0,-5.2199,16.643,0.53826
5,2,162,188,46.0,121.0,1.0,1,1.0,-4.7795,13.964,0.61775
5,4,257,186,50.0,125.0,1.0,1,0.76,-3.509,14.184,0.59467
5,5,295,186,51.0,130.0,1.0,1,1.0,-2.9455,13.913,0.59614
5,1,18,186,74.0,160.0,1.0,1,1.0,-4.8147,11.525,0.69568
6,3,211,209,32.0,79.0,1.0,1,1.0,-5.3369,16.754,0.53334
6,2,160,190,48.0,121.0,1.0,1,1.0,-4.7566,13.915,0.61786
6,4,259,179,48.0,132.0,1.0,1,0.8090277777777778,-3.5357,14.293,0.58931
6,5,297,190,47.0,124.0,1.0,1,1.0,-3.0144,14.167,0.58647
6,1,16,183,72.0,163.0,1.0,1,1.0,-4.8845,11.62,0.69413
7,3,216,209,27.0,79.0,1.0,1,1.0,-5.3867,17.023,0.52273
7,2,153,188,49.0,126.0,1.0,1,1.0,-4.7823,13.828,0.62069
7,5,302,192,48.0,122.0,1.0,1,0.8958333333333334,-2.9889,14.342,0.57738
7,4,263,183,44.0,133.0,1.0,1,1.0,-3.4452,14.068,0.59321
7,1,9,181,70.0,173.0,1.0,1,1.0,-4.787,11.476,0.69936
8,3,209,211,34.0,79.0,1.0,1,1.0,-5.2864,16.658,0.52614
8,4,259,183,55.0,131.0,1.0,1,0.759056210964608,-3.4815,14.276,0.58228
8,5,300,190,50.0,124.0,1.0,1,0.72,-3.0159,14.394,0.57199
8,2,147,190,59.0,128.0,1.0,1,1.0,-4.6411,13.589,0.62123
8,1,5,179,61.0,175.0,1.0,1,1.0,-4.8534,11.516,0.69423
9,3,209,211,31.0,79.0,1.0,1,1.0,-5.3763,16.83,0.51531
9,4,261,188,50.0,126.0,1.0,1,0.8228571428571428,-3.5283,14.412,0.57325
9,5,302,190,48.0,124.0,1.0,1,0.8125,-3.0412,14.537,0.56181
9,2,147,192,55.0,124.0,1.0,1,1.0,-4.7833,13.843,0.61138
9,1,3,179,57.0,178.0,1.0,1,1.0,-4.8462,11.526,0.6935
10,3,209,211,34.0,79.0,1.0,1,1.0,-5.3168,16.781,0.51369
10,4,263,181,57.0,128.0,1.0,1,0.7639802631578947,-3.5809,14.855,0.55537
10,5,306,186,51.0,128.0,1.0,1,1.0,-2.9872,14.562,0.55642
10,2,140,188,53.0,130.0,1.0,1,1.0,-4.7952,13.709,0.61652
10,1,1,173,61.0,190.0,1.0,1,1.0,-4.7124,11.449,0.69701
11,3,205,209,35.0,81.0,1.0,1,1.0,-5.3237,16.675,0.51199
11,4,265,181,49.0,128.0,1.0,1,0.9228316326530612,-3.6029,14.838,0.55231
11,5,310,188,47.0,123.0,1.0,1,1.0,-3.0145,14.807,0.54431
11,2,136,186,57.0,132.0,1.0,1,1.0,-4.7999,13.715,0.61182
12,3,203,211,35.0,85.0,1.0,1,1.0,-5.29,16.564,0.51683
12,4,267,186,49.0,128.0,1.0,1,0.8054846938775511,-3.5902,14.911,0.54954
12,5,306,192,53.0,126.0,1.0,1,1.0,-3.0129,14.71,0.54746
12,2,134,181,53.0,145.0,1.0,1,1.0,-4.748,13.591,0.61667
13,6,239,209,38.0,79.0,1.0,1,0.6842105263157895,-5.1081,18.038,0.47007
13,3,201,209,35.0,87.0,1.0,1,1.0,-5.2949,16.53,0.52769
13,4,265,186,53.0,130.0,1.0,1,0.8171262699564587,-3.5536,14.776,0.55995
13,5,308,190,51.0,126.0,1.0,1,0.803921568627451,-3.0433,14.905,0.54624
13,2,128,179,56.0,147.0,1.0,1,1.0,-4.7901,13.614,0.62374
14,6,239,209,38.0,81.0,1.0,1,0.7894736842105263,-5.0122,17.775,0.48658
14,3,198,207,40.0,87.0,1.0,1,1.0,-5.4496,16.899,0.52476
14,4,269,181,49.0,130.0,1.0,1,0.9050235478806907,-3.6698,15.305,0.54938
14,5,313,190,48.0,126.0,1.0,1,1.0,-3.0295,15.02,0.54816
14,2,121,177,63.0,152.0,1.0,1,1.0,-4.7551,13.525,0.63041
15,6,242,207,35.0,83.0,1.0,1,0.7714285714285715,-4.9326,17.656,0.49977
15,3,203,209,31.0,85.0,1.0,1,1.0,-5.3844,16.812,0.53691
15,4,269,186,49.0,128.0,1.0,1,0.9027423469387755,-3.5966,15.031,0.56459
15,5,313,192,44.0,126.0,1.0,1,1.0,-3.0324,14.85,0.56033
15,2,119,177,57.0,152.0,1.0,1,1.0,-4.7892,13.535,0.63774
16,6,242,205,31.0,87.0,1.0,1,0.8709677419354839,-5.0419,17.911,0.50616
16,3,198,209,34.0,89.0,1.0,1,1.0,-5.4025,16.762,0.5503
16,4,269,188,51.0,130.0,1.0,1,0.9064856711915535,-3.5827,15.045,0.57289
16,5,315,194,48.0,128.0,1.0,1,1.0,-2.9917,14.871,0.56771
16,2,108,177,61.0,160.0,1.0,1,1.0,-4.7553,13.364,0.64931
17,6,237,207,36.0,87.0,1.0,1,0.7777777777777778,-4.9864,17.686,0.51256
17,3,192,207,33.0,91.0,1.0,1,1.0,-5.5206,16.842,0.54912
17,4,265,181,51.0,137.0,1.0,1,0.8603120080148848,-3.6477,15.144,0.57197
17,5,308,196,51.0,122.0,1.0,1,0.8431372549019608,-3.1256,15.274,0.55876
17,2,100,175,65.0,169.0,1.0,1,1.0,-4.6422,13.151,0.65364
18,6,235,205,33.0,89.0,1.0,1,1.0,-5.0114,17.637,0.50792
18,3,192,209,35.0,89.0,1.0,1,1.0,-5.4712,16.846,0.54262
18,4,269,183,47.0,131.0,1.0,1,1.0,-3.7047,15.502,0.55601
18,5,317,192,44.0,122.0,1.0,1,1.0,-3.1149,15.642,0.54078
18,2,89,173,65.0,171.0,1.0,1,1.0,-4.7396,13.186,0.65204
19,6,233,203,37.0,95.0,1.0,1,0.972972972972973,-4.7496,16.946,0.51795
19,3,190,207,33.0,94.0,1.0,1,1.0,-5.2788,16.367,0.54659
19,4,269,179,49.0,132.0,1.0,1,0.8129251700680272,-3.7405,15.729,0.5426
19,5,308,190,55.0,126.0,1.0,1,1.0,-3.1263,15.437,0.54229
19,2,80,168,72.0,180.0,1.0,1,1.0,-4.6681,13.056,0.64933
20,6,231,198,35.0,94.0,1.0,1,0.9714285714285714,-5.011,17.604,0.49873
20,3,183,205,38.0,96.0,1.0,1,1.0,-5.268,16.245,0.55133
20,4,265,179,51.0,132.0,1.0,1,0.8859180035650623,-3.7533,15.655,0.54303
20,5,310,183,53.0,133.0,1.0,1,1.0,-3.1067,15.391,0.53993
20,2,74,164,82.0,182.0,1.0,1,1.0,-4.7003,13.156,0.64878
21,6,222,198,42.0,96.0,1.0,1,1.0,-4.9278,17.159,0.5228
21,3,181,205,38.0,93.0,1.0,1,1.0,-5.3713,16.466,0.55524
21,4,269,179,51.0,132.0,1.0,1,0.8143196672608437,-3.6844,15.626,0.55014
21,5,310,186,51.0,125.0,1.0,1,0.803921568627451,-3.1791,15.753,0.53574
21,2,61,158,89.0,186.0,1.0,1,1.0,-4.8023,13.229,0.65405
22,6,224,196,40.0,94.0,1.0,1,1.0,-5.0473,17.568,0.51878
22,3,177,196,38.0,102.0,1.0,1,1.0,-5.3701,16.364,0.56431
22,4,265,175,51.0,132.0,1.0,1,0.9812834224598931,-3.8061,15.895,0.54958
22,5,315,181,46.0,130.0,1.0,1,1.0,-3.1493,15.709,0.54305
22,2,50,153,85.0,193.0,1.0,1,1.0,-4.8493,13.164,0.65886
23,6,222,196,40.0,98.0,1.0,1,1.0,-5.0247,17.464,0.53754
23,3,177,196,35.0,105.0,1.0,1,1.0,-5.3932,16.425,0.57634
23,4,272,179,48.0,132.0,1.0,1,0.8641098484848485,-3.7221,15.879,0.56038
23,5,313,188,50.0,126.0,1.0,1,1.0,-3.1587,15.752,0.55327
23,2,39,151,94.0,206.0,1.0,1,1.0,-4.7418,12.998,0.66787
24,6,218,194,40.0,100.0,1.0,1,1.0,-5.1517,17.664,0.54816
24,3,168,196,42.0,105.0,1.0,1,1.0,-5.5347,16.589,0.587
24,4,265,181,55.0,130.0,1.0,1,0.9167832167832168,-3.8047,16.04,0.56935
24,5,315,192,50.0,119.0,1.0,1,0.9,-3.2035,16.174,0.55373
24,2,31,151,91.0,208.0,1.0,1,1.0,-4.8114,13.033,0.67664
25,6,217,198,42.0,96.0,1.0,1,1.0,-5.2294,17.933,0.54078
25,3,169,196,38.0,105.0,1.0,1,1.0,-5.6274,16.81,0.58137
25,4,277,181,42.0,130.0,1.0,1,1.0,-3.7795,16.26,0.56081
25,5,324,192,44.0,124.0,1.0,1,1.0,-3.103,15.975,0.55572
25,2,25,147,90.0,222.0,1.0,1,1.0,-4.7056,12.889,0.67739
26,6,208,192,51.0,106.0,1.0,1,1.0,-5.0871,17.45,0.56528
26,3,163,194,40.0,107.0,1.0,1,1.0,-5.6832,16.861,0.5943
26,4,266,183,55.0,126.0,1.0,1,1.0,-3.8777,16.508,0.56634
26,5,322,192,44.0,122.0,1.0,1,1.0,-3.1504,16.217,0.55927
26,2,12,143,96.0,233.0,1.0,1,1.0,-4.6555,12.803,0.68661
27,7,103,205,29.0,63.0,1.0,1,1.0,-11.179,23.629,0.52819
27,6,204,192,53.0,104.0,1.0,1,1.0,-5.2162,17.773,0.56392
27,3,159,198,39.0,107.0,1.0,1,1.0,-5.539,16.527,0.6052
27,4,268,179,49.0,128.0,1.0,1,1.0,-3.9306,16.769,0.56449
27,5,322,186,46.0,125.0,1.0,1,1.0,-3.1696,16.545,0.55459
27,2,8,138,91.0,240.0,1.0,1,1.0,-4.681,12.847,0.68877
28,7,101,205,29.0,65.0,1.0,1,1.0,-10.764,23.001,0.53747
28,6,202,190,46.0,106.0,1.0,1,1.0,-5.328,17.892,0.5638
28,3,150,198,44.0,107.0,1.0,1,1.0,-5.653,16.628,0.60516
28,4,264,186,57.0,123.0,1.0,1,0.8791898445300242,-3.9043,16.712,0.56639
28,5,314,188,50.0,123.0,1.0,1,1.0,-3.2628,16.661,0.5544
28,2,2,134,82.0,244.0,1.0,1,1.0,-4.7721,12.924,0.68807
29,7,94,205,31.0,61.0,1.0,1,1.0,-11.694,24.184,0.52471
29,6,206,190,42.0,102.0,1.0,1,1.0,-5.4536,18.386,0.55396
29,3,152,194,40.0,111.0,1.0,1,1.0,-5.6061,16.607,0.60526
29,4,268,181,51.0,126.0,1.0,1,0.9811702458761282,-3.9227,16.888,0.56318
29,5,318,186,44.0,123.0,1.0,1,1.0,-3.2743,16.837,0.55129
29,2,4,123,80.0,264.0,1.0,1,1.0,-4.6205,12.83,0.68739
30,7,94,207,29.0,66.0,1.0,1,1.0,-9.9231,21.544,0.56127
30,6,200,183,48.0,115.0,1.0,1,1.0,-5.2103,17.636,0.5698
30,3,144,192,48.0,115.0,1.0,1,1.0,-5.5784,16.478,0.60887
30,4,266,178,53.0,131.0,1.0,1,0.9811320754716981,-3.9123,16.768,0.56651
30,5,318,177,48.0,132.0,1.0,1,0.9793244949494949,-3.2708,16.909,0.54941
31,7,90,205,29.0,68.0,1.0,1,1.0,-10.232,21.853,0.55474
31,3,137,190,49.0,117.0,1.0,1,1.0,-5.7329,16.619,0.60622
31,6,195,186,51.0,121.0,1.0,1,1.0,-4.9617,16.871,0.58374
31,4,264,179,53.0,130.0,1.0,1,1.0,-3.9881,16.94,0.5622
31,5,322,190,46.0,124.0,1.0,1,1.0,-3.2166,16.661,0.55418
32,7,88,203,27.0,67.0,1.0,1,1.0,-11.421,23.502,0.52871
32,6,195,188,49.0,113.0,1.0,1,1.0,-5.3034,17.732,0.56515
32,4,264,188,57.0,123.0,1.0,1,0.9137070318071602,-3.9747,16.992,0.55919
32,3,135,194,48.0,120.0,1.0,1,1.0,-5.5466,16.251,0.61003
32,5,316,190,46.0,128.0,1.0,1,1.0,-3.2867,16.539,0.55799
33,7,83,203,32.0,70.0,1.0,1,1.0,-10.742,22.475,0.55035
